data,label
"{'id': 'UQAMFP', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'AMX3AE', 'data': 'But what will be the job location', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'GK8B76', 'data': 'Bike ledhu', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '1KW9GC', 'data': 'K', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '0L9FZ9', 'data': 'Adras', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'XUUI3U', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'DEZ7FD', 'data': 'Driving license', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'RP1MAW', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'YAWLLY', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'LQWSR7', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '31EKKV', 'data': 'Hiii', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '120CA0', 'data': 'I have ll', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '80NQQK', 'data': 'Get lost', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'VO5GN9', 'data': 'Kaha par hai job sar', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'WOBNOM', 'data': 'Learning', 'message_order': 1, 'comments': ['']}",location
"{'id': 'QNIZLS', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",location
"{'id': '6KJLF8', 'data': 'bhai', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '6X73NK', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': '1GC8FT', 'data': ""Right now I don't have licence and bike"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'ENSAO4', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'O98G2O', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'CLMHYV', 'data': 'Ledhu', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'VKQOUV', 'data': 'Where', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'D4SZRF', 'data': 'I dnt have bike right now when I ll get it i ll cum to you guys', 'message_order': 4, 'comments': ['']}",location
"{'id': 'KZGXDN', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'CIGNCP', 'data': 'Under process', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '7DGUW1', 'data': 'hi', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'PRHF2W', 'data': 'Kahapar hai job', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'RPWUOA', 'data': ""Thanks for your services\n I'm not interested for this job"", 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'L3Q12A', 'data': 'Plzz stop it', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '6C7EMT', 'data': 'Sorry nothing driver license', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'MN1NEK', 'data': 'K', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '1UGE90', 'data': 'Thank you for your offer', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'AIIM0H', 'data': 'Where are?', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'LZHZMW', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",location
"{'id': 'RZ3BM3', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'LGXWQU', 'data': 'hy', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'UIAJR1', 'data': 'Gud nyt', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'RA8BI4', 'data': 'Good morning', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '2EJDVD', 'data': 'hi2', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '2L7ANU', 'data': 'Can u share the address 1st', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'PMGGLP', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '89QVKV', 'data': 'No', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'Q8G11X', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'AB5GG0', 'data': ""Thanks for u'r information"", 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '3ARUG4', 'data': 'Hy', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '1R9FR2', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'ZSRTNU', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'JV6G9B', 'data': 'No bike', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '4RWUEH', 'data': 'Sur good afternoon..', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'AB4Z9F', 'data': 'Okk', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'XG1D89', 'data': 'Hii sir', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'A643NC', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'Q7CR5F', 'data': ""Swiggy don't need"", 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'Z1GOAN', 'data': 'Nice', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'J5JEBX', 'data': 'Okk', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '42263A', 'data': 'Yeah', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'VCM37D', 'data': 'Ohk', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'CF5VNJ', 'data': 'I will refer one num so send this msg to him', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'V8T1YY', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'HFTGDV', 'data': 'Dont send fake', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '2HK3UK', 'data': 'Okk', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '9P9P3E', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'R3GHDI', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'ROIJ08', 'data': 'Hi bro', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'Q0RHHA', 'data': 'Tq', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'V2V7CH', 'data': 'Thika muchkondu stop madu aste', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '23TQ9I', 'data': 'Hi how are you', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'D9WNUU', 'data': 'Kk', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'DB5QK2', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'K1TR01', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'MQNET4', 'data': 'Hlo', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '77YCXZ', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'TL03TM', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'TKRCL3', 'data': 'Thanks for ur support', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'KCAAX6', 'data': '1yes', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'OY7519', 'data': 'Hello vahan', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'KPK1YE', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'P2YI8N', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'RZW802', 'data': ""But don't vehicle in my castady"", 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'GL001S', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'N9HHXU', 'data': 'Haiii', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'DD2HR7', 'data': 'Kk', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'O4EO7K', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",location
"{'id': 'IOU22D', 'data': 'Hai', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'NLH27I', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'LRVASC', 'data': 'Kormangala', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'PQ0PQF', 'data': ""I'm recently applied I have LR license."", 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '8SLBWY', 'data': ""Don't msg"", 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'XEOBIR', 'data': 'Okį', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '8YGBE9', 'data': 'Gn', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'HQAJ60', 'data': 'Okk', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'I635OX', 'data': 'No', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'FA3NYQ', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'DLEYE3', 'data': 'K', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'NT9KP3', 'data': 'But DL HAS GIVEN FOR RENEWAL', 'message_order': 4, 'comments': ['']}",location
"{'id': '6ZO5WR', 'data': 'Which place', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'AINH4A', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'VHVPHP', 'data': 'Gn', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '4G0EFA', 'data': 'Hii', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'L2VSOV', 'data': 'Only driving license', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'ESPYEB', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '6KXGK4', 'data': 'Hii si', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '5RABDO', 'data': 'Bike nhi hai', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'RWVLOP', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'R6MKLZ', 'data': 'No two viller iam very sorry', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'UMTTR5', 'data': 'Nik siggu leda ra okasare chepthe', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'FHYYR8', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '84BPWS', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'THEBFW', 'data': 'Mere bhai mujhe job nhi chahiye', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '56QRXV', 'data': 'How are you', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'LB1I7M', 'data': 'Helloo', 'message_order': 3, 'comments': ['']}",location
"{'id': 'JKCOA9', 'data': 'nonono', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'VHSJD4', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '5IOFHA', 'data': 'Location please', 'message_order': 4, 'comments': ['']}",greeting
"{'id': '0TJCZM', 'data': 'Sorry???', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'TPYIWA', 'data': 'Gn', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'FGOSK2', 'data': 'cheatinh', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'BKOHUW', 'data': 'Hi sir', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '7OI8D8', 'data': 'Hhi', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'H5EPK4', 'data': 'Sry', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'YO0F23', 'data': 'Bike ledhu', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'SB6F83', 'data': 'Nonsense', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'GKJ4HG', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'KRF317', 'data': 'Den go way', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'XA8AC0', 'data': ""I don't have Lisence.. Can u manage to join as delivary boy"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'DQICVI', 'data': 'Which place', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '7BFT6R', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'VTW0AC', 'data': 'Ohk', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'GL9YHY', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'UUXV60', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'FAPTWT', 'data': 'Acha', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'Y3VD3H', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'FV5CEZ', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '8XIS0Z', 'data': 'Hai', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'KRNXXH', 'data': 'Good night....', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': '7WH9BN', 'data': 'Nothing', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '0BQHVR', 'data': 'Sir', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'XOLZUG', 'data': '2not now I will text u', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'OHD766', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'U92MRP', 'data': ""I didn't DL I have LL"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'HD3IO9', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '13MA0M', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'I5GFWF', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'A1HKKI', 'data': 'Good morning', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'MT0NNG', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'NEVC54', 'data': 'Ok k', 'message_order': 1, 'comments': ['']}",location
"{'id': 'LDP9HF', 'data': 'How r you', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'POIPGV', 'data': 'Wer location job', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'LPOI4C', 'data': 'Can I now location of job', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'HDM0SX', 'data': ""I don't have bike or license"", 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'GB517E', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '3HA95L', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'OCH5QW', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '25FKOM', 'data': 'Or kaise hai', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '0017JR', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '3Y99E2', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '2GKE4I', 'data': 'After 10 days am getting my LL', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'U9G3L5', 'data': 'Hello', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'L72WS4', 'data': '📷 Good morning happy Friday 💪🏻💪🏻👍👍', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'KWRJFZ', 'data': 'Kkk', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'N6NJQH', 'data': 'Lr undi', 'message_order': 2, 'comments': ['']}",location
"{'id': 'JVO7OY', 'data': ""But I don't have buke"", 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'KP8W7J', 'data': 'Oko', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '5GILMK', 'data': 'hi', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'UK8957', 'data': 'No', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '2U4FB1', 'data': 'But i have llr', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'UF7LJJ', 'data': 'Okkk', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '85FQKG', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'DD7USB', 'data': 'శుభోదయం', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '41815K', 'data': 'Naku bike ledu sar', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'HPJ8KT', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'OCQDXE', 'data': 'Hello', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'QBM9KT', 'data': 'Police complain karti hu ruk abhi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'MEPEXN', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'O24RQR', 'data': 'Hlo GM g', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'Q2Q5MS', 'data': ""Don't send a msgs"", 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'KIQISH', 'data': 'Kk', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'RTS837', 'data': ""I don't have a licensed"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'DZO8B3', 'data': 'Hai', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '7FNJWO', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'QNTTCV', 'data': 'Where is ur office', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '0PQ5GT', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '38KBHU', 'data': '1but I have an l l r', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'W1D1Y1', 'data': 'Llr', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'L9W05E', 'data': 'Location kha pr', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'WCMU5H', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '0BLG1A', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'NRLFUK', 'data': 'Good morning', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'UX721Z', 'data': 'ok sir', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '7ZV2ZC', 'data': 'Gm', 'message_order': 1, 'comments': ['']}",location
"{'id': '67953D', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'HOVVFP', 'data': 'hii', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'PL2V5D', 'data': 'How are you???', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'JZ44J2', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'G9UVT1', 'data': 'No', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'AED848', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'CT13C0', 'data': 'Work location?', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'DNUR6L', 'data': 'Good morning', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'PRAIA7', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': '2DGOTX', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'T744N8', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'C0Z5DM', 'data': 'Work location', 'message_order': 0, 'comments': ['']}",location
"{'id': '6TDVCG', 'data': 'I nt have dl', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'GPYC7A', 'data': 'Gn', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '68VYHI', 'data': 'okk', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'P65502', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'X8WB05', 'data': 'LL is there', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'T2AGJV', 'data': 'Thanks foe ur information', 'message_order': 1, 'comments': ['']}",location
"{'id': 'O7CFAD', 'data': 'Hallo', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'U39RRD', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '54P80J', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'V9HA5U', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'Q8NC3Z', 'data': 'sir. ok. but nodriveng. lince. no. pancaed', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'M226FO', 'data': 'okk', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'P7FSAI', 'data': 'Plz didnot send me message plz stop I am not interested', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'W4XCV5', 'data': 'Who', 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'H4450O', 'data': 'Thnaks bro', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'BD4CSY', 'data': 'Tanq', 'message_order': 2, 'comments': ['']}",notInterested
